0,1,2,3,4
21,1200.0,0,1876.892857142857,2.153
21,1500.0,0,2176.8928571428573,2.153
20,5400.0,0,6071.951428571429,2.01464
20,5700.0,0,6371.951428571429,2.01464
20,6000.0,0,6671.951428571429,2.01464
20,6300.0,0,6971.951428571429,2.01464
28,6600.0,0,7240.067142857143,1.1218800000000002
28,6900.0,0,7540.067142857143,1.1218800000000002
2,18000.0,0,18614.522857142856,0.40664
2,18300.0,0,18914.522857142856,0.40664
3,18000.0,0,18624.70857142857,0.69184
3,18300.0,0,18924.70857142857,0.69184
5,18000.0,0,18607.324285714287,0.20508
5,18300.0,0,18907.324285714287,0.20508
50,18600.0,0,19320.652857142857,3.37828
50,18900.0,0,19620.652857142857,3.37828
50,19200.0,0,19920.652857142857,3.37828
50,19500.0,0,20220.652857142857,3.37828
30,18900.0,0,19548.431428571428,1.35608
30,19200.0,0,19848.431428571428,1.35608
30,19500.0,0,20148.431428571428,1.35608
17,20400.0,0,21065.435714285715,1.8322
29,20400.0,0,21048.87714285714,1.36856
29,20700.0,0,21348.87714285714,1.36856
29,21000.0,0,21648.87714285714,1.36856
29,21300.0,0,21948.87714285714,1.36856
41,20700.0,0,21394.038571428573,2.63308
41,21000.0,0,21694.038571428573,2.63308
44,21000.0,0,21736.484285714287,3.82156
44,21300.0,0,22036.484285714287,3.82156
44,21600.0,0,22336.484285714287,3.82156
44,21900.0,0,22636.484285714287,3.82156
7,21300.0,0,21934.724285714285,0.97228
7,21600.0,0,22234.724285714285,0.97228
45,21600.0,0,22312.32857142857,3.1452
45,21900.0,0,22612.32857142857,3.1452
45,22200.0,0,22912.32857142857,3.1452
33,21600.0,0,22269.018571428573,1.93252
33,21900.0,0,22569.018571428573,1.93252
55,21900.0,0,22632.72142857143,3.7161999999999997
55,22200.0,0,22932.72142857143,3.7161999999999997
11,23100.0,0,23703.128571428573,0.0876
11,23400.0,0,24003.128571428573,0.0876
11,23700.0,0,24303.128571428573,0.0876
24,24300.0,0,24919.068571428572,0.53392
24,24600.0,0,25219.068571428572,0.53392
24,24900.0,0,25519.068571428572,0.53392
49,24300.0,0,25003.755714285715,2.90516
49,24600.0,0,25303.755714285715,2.90516
31,24600.0,0,25258.717142857142,1.64408
31,24900.0,0,25558.717142857142,1.64408
38,24900.0,0,25607.55285714286,3.01148
38,25200.0,0,25907.55285714286,3.01148
38,25500.0,0,26207.55285714286,3.01148
38,25800.0,0,26507.55285714286,3.01148
35,25800.0,0,26481.62,2.2853600000000003
35,26100.0,0,26781.62,2.2853600000000003
34,26100.0,0,26767.472857142857,1.88924
34,26400.0,0,27067.472857142857,1.88924
34,26700.0,0,27367.472857142857,1.88924
27,27000.0,0,27638.318571428572,1.07292
27,27300.0,0,27938.318571428572,1.07292
27,27600.0,0,28238.318571428572,1.07292
47,27000.0,0,27692.24,2.5827199999999997
47,27300.0,0,27992.24,2.5827199999999997
47,27600.0,0,28292.24,2.5827199999999997
47,27900.0,0,28592.24,2.5827199999999997
51,27600.0,0,28313.931428571428,3.19008
51,27900.0,0,28613.931428571428,3.19008
51,28200.0,0,28913.931428571428,3.19008
40,29100.0,0,29818.035714285714,3.305
40,29400.0,0,30118.035714285714,3.305
40,29700.0,0,30418.035714285714,3.305
58,29400.0,0,30136.928571428572,3.834
58,29700.0,0,30436.928571428572,3.834
58,30000.0,0,30736.928571428572,3.834
