0,1,2,3,4
47,600.0,0,1292.24,2.5827199999999997
47,900.0,0,1592.24,2.5827199999999997
47,1200.0,0,1892.24,2.5827199999999997
47,1500.0,0,2192.24,2.5827199999999997
1,2700.0,0,3307.08,0.19824
1,3000.0,0,3607.08,0.19824
1,3300.0,0,3907.08,0.19824
10,3300.0,0,3903.4714285714285,0.09720000000000001
10,3600.0,0,4203.471428571429,0.09720000000000001
10,3900.0,0,4503.471428571429,0.09720000000000001
23,6000.0,0,6620.504285714285,0.57412
23,6300.0,0,6920.504285714285,0.57412
25,12000.0,0,12629.192857142858,0.8174
25,12300.0,0,12929.192857142858,0.8174
2,18000.0,0,18614.522857142856,0.40664
2,18300.0,0,18914.522857142856,0.40664
2,18600.0,0,19214.522857142856,0.40664
1,18000.0,0,18607.08,0.19824
1,18300.0,0,18907.08,0.19824
1,18600.0,0,19207.08,0.19824
1,18900.0,0,19507.08,0.19824
5,18000.0,0,18607.324285714287,0.20508
5,18300.0,0,18907.324285714287,0.20508
6,18600.0,0,19224.205714285716,0.67776
6,18900.0,0,19524.205714285716,0.67776
6,19200.0,0,19824.205714285716,0.67776
3,19200.0,0,19824.70857142857,0.69184
3,19500.0,0,20124.70857142857,0.69184
3,19800.0,0,20424.70857142857,0.69184
3,20100.0,0,20724.70857142857,0.69184
24,20700.0,0,21319.068571428572,0.53392
38,21300.0,0,22007.55285714286,3.01148
38,21600.0,0,22307.55285714286,3.01148
38,21900.0,0,22607.55285714286,3.01148
7,21600.0,0,22234.724285714285,0.97228
7,21900.0,0,22534.724285714285,0.97228
7,22200.0,0,22834.724285714285,0.97228
35,22500.0,0,23181.62,2.2853600000000003
35,22800.0,0,23481.62,2.2853600000000003
30,22500.0,0,23148.431428571428,1.35608
30,22800.0,0,23448.431428571428,1.35608
30,23100.0,0,23748.431428571428,1.35608
30,23400.0,0,24048.431428571428,1.35608
39,23400.0,0,24084.282857142858,2.3599200000000002
39,23700.0,0,24384.282857142858,2.3599200000000002
39,24000.0,0,24684.282857142858,2.3599200000000002
39,24300.0,0,24984.282857142858,2.3599200000000002
51,24900.0,0,25613.931428571428,3.19008
51,25200.0,0,25913.931428571428,3.19008
51,25500.0,0,26213.931428571428,3.19008
37,24900.0,0,25574.86,2.09608
37,25200.0,0,25874.86,2.09608
45,25500.0,0,26212.32857142857,3.1452
45,25800.0,0,26512.32857142857,3.1452
27,25500.0,0,26138.318571428572,1.07292
27,25800.0,0,26438.318571428572,1.07292
22,25800.0,0,26411.497142857144,0.32192000000000004
22,26100.0,0,26711.497142857144,0.32192000000000004
22,26400.0,0,27011.497142857144,0.32192000000000004
22,26700.0,0,27311.497142857144,0.32192000000000004
33,26400.0,0,27069.018571428573,1.93252
53,26400.0,0,27125.524285714284,3.51468
53,26700.0,0,27425.524285714284,3.51468
53,27000.0,0,27725.524285714284,3.51468
8,27600.0,0,28243.782857142858,1.2259200000000001
8,27900.0,0,28543.782857142858,1.2259200000000001
8,28200.0,0,28843.782857142858,1.2259200000000001
8,28500.0,0,29143.782857142858,1.2259200000000001
41,29400.0,0,30094.038571428573,2.63308
11,32700.0,0,33303.12857142857,0.0876
11,33000.0,0,33603.12857142857,0.0876
11,33300.0,0,33903.12857142857,0.0876
6,35100.0,0,35724.205714285716,0.67776
6,35400.0,0,36024.205714285716,0.67776
6,35700.0,0,36324.205714285716,0.67776
6,36000.0,0,36624.205714285716,0.67776
28,35700.0,0,36340.067142857144,1.1218800000000002
28,36000.0,0,36640.067142857144,1.1218800000000002
31,36300.0,0,36958.717142857146,1.64408
31,36600.0,0,37258.717142857146,1.64408
31,36900.0,0,37558.717142857146,1.64408
25,36300.0,0,36929.19285714286,0.8174
25,36600.0,0,37229.19285714286,0.8174
25,36900.0,0,37529.19285714286,0.8174
22,36900.0,0,37511.497142857144,0.32192000000000004
22,37200.0,0,37811.497142857144,0.32192000000000004
55,37500.0,0,38232.72142857143,3.7161999999999997
55,37800.0,0,38532.72142857143,3.7161999999999997
55,38100.0,0,38832.72142857143,3.7161999999999997
15,39000.0,0,39694.29285714286,2.6401999999999997
15,39300.0,0,39994.29285714286,2.6401999999999997
15,39600.0,0,40294.29285714286,2.6401999999999997
24,39300.0,0,39919.06857142857,0.53392
24,39600.0,0,40219.06857142857,0.53392
46,40500.0,0,41241.131428571425,3.95168
46,40800.0,0,41541.131428571425,3.95168
46,41100.0,0,41841.131428571425,3.95168
38,40500.0,0,41207.55285714286,3.01148
38,40800.0,0,41507.55285714286,3.01148
9,40800.0,0,41453.12142857143,1.4874
9,41100.0,0,41753.12142857143,1.4874
27,40800.0,0,41438.31857142857,1.07292
8,41100.0,0,41743.782857142854,1.2259200000000001
8,41400.0,0,42043.782857142854,1.2259200000000001
8,41700.0,0,42343.782857142854,1.2259200000000001
47,42300.0,0,42992.24,2.5827199999999997
26,42900.0,0,43528.862857142856,0.80816
23,42900.0,0,43520.50428571428,0.57412
23,43200.0,0,43820.50428571428,0.57412
13,43500.0,0,44182.25142857143,2.30304
13,43800.0,0,44482.25142857143,2.30304
13,44100.0,0,44782.25142857143,2.30304
40,43500.0,0,44218.03571428572,3.305
40,43800.0,0,44518.03571428572,3.305
40,44100.0,0,44818.03571428572,3.305
40,44400.0,0,45118.03571428572,3.305
49,43800.0,0,44503.75571428571,2.90516
49,44100.0,0,44803.75571428571,2.90516
49,44400.0,0,45103.75571428571,2.90516
43,43800.0,0,44502.39,2.86692
43,44100.0,0,44802.39,2.86692
42,44100.0,0,44827.19857142857,3.56156
42,44400.0,0,45127.19857142857,3.56156
39,44400.0,0,45084.282857142854,2.3599200000000002
39,44700.0,0,45384.282857142854,2.3599200000000002
36,44400.0,0,45098.15285714286,2.7482800000000003
36,44700.0,0,45398.15285714286,2.7482800000000003
36,45000.0,0,45698.15285714286,2.7482800000000003
22,44700.0,0,45311.497142857144,0.32192000000000004
22,45000.0,0,45611.497142857144,0.32192000000000004
22,45300.0,0,45911.497142857144,0.32192000000000004
25,45000.0,0,45629.19285714286,0.8174
25,45300.0,0,45929.19285714286,0.8174
28,46200.0,0,46840.067142857144,1.1218800000000002
28,46500.0,0,47140.067142857144,1.1218800000000002
