204.35,449.76,501.86,573.16,633.90,255.62,371.28,444.91,508.37,573.74,180.05,378.30,113.14,599.56,563.23,515.27,825.29,780.69,772.94,770.48,735.08,700.49,372.55,60.82,391.77,0.00,323.21,63.88,330.15,137.79,388.71,206.70,448.24,278.68,511.04,366.94,557.22,528.81,622.96,594.41,696.34,662.53,760.55,720.81,804.62,789.83,827.30,441.32,450.03,521.88,516.27,593.08,582.71,674.31,627.95,722.38,695.69,793.54,740.12,573.16,633.90,255.62,508.37,599.56,825.29,780.69,772.94,700.49,372.55,323.21,330.15,388.71,206.70,511.04,366.94,528.81,662.53,760.55,827.30,450.03,582.71,722.38,793.54
202.04,251.60,303.70,375.00,435.74,457.21,572.87,646.50,709.96,775.33,381.64,180.14,314.73,820.17,783.84,735.88,1045.90,1001.30,993.55,991.09,955.69,921.10,121.56,262.41,68.56,323.16,0.00,387.04,78.28,460.95,136.84,529.86,196.37,467.22,268.58,490.97,681.25,319.23,746.99,384.83,820.37,452.95,820.02,511.23,755.02,580.25,777.70,565.35,574.06,645.91,640.30,717.11,706.74,798.34,751.98,846.41,819.72,917.57,864.15,375.00,435.74,457.21,709.96,820.17,1045.90,1001.30,993.55,921.10,121.56,0.00,78.28,136.84,529.86,268.58,490.97,319.23,452.95,820.02,777.70,574.06,706.74,846.41,917.57
268.23,513.64,565.74,637.04,697.78,319.50,435.16,508.79,572.25,637.62,243.93,442.18,177.02,663.44,627.11,579.15,889.17,844.57,836.82,834.36,798.96,764.37,436.43,124.70,455.65,63.88,387.09,0.00,394.03,73.91,452.59,142.82,512.12,214.80,447.16,303.06,493.34,464.93,559.08,530.53,632.46,598.65,696.67,656.93,740.74,725.95,763.42,377.44,386.15,458.00,452.39,529.20,518.83,610.43,564.07,658.50,631.81,729.66,676.24,637.04,697.78,319.50,572.25,663.44,889.17,844.57,836.82,764.37,436.43,387.09,394.03,452.59,142.82,447.16,303.06,464.93,598.65,696.67,763.42,386.15,518.83,658.50,729.66
280.47,330.03,382.13,453.43,514.17,464.30,579.96,653.59,717.05,782.42,388.73,258.57,321.82,827.26,790.93,742.97,1052.99,1008.39,1000.64,998.18,962.78,928.19,199.99,269.50,146.99,330.25,78.43,394.13,0.00,468.04,58.56,494.04,118.09,421.93,190.30,445.68,635.96,240.95,701.70,306.55,775.08,374.67,741.74,432.95,676.74,501.97,699.42,520.06,528.77,600.62,595.01,671.82,661.45,753.05,706.69,801.12,774.43,872.28,818.86,453.43,514.17,464.30,717.05,827.26,1052.99,1008.39,1000.64,928.19,199.99,78.43,0.00,58.56,494.04,190.30,445.68,240.95,374.67,741.74,699.42,528.77,661.45,801.12,872.28
342.14,587.55,639.65,710.95,771.69,393.41,509.07,582.70,646.16,711.53,317.84,516.09,250.93,737.35,701.02,653.06,963.08,918.48,910.73,908.27,872.87,838.28,510.34,198.61,529.56,137.79,461.00,73.91,467.94,0.00,506.54,68.91,447.01,140.89,373.25,229.15,419.43,391.02,485.17,456.62,558.55,524.74,622.76,583.02,666.83,652.04,689.51,303.53,312.24,384.09,378.48,455.29,444.92,536.52,490.16,584.59,557.90,655.75,602.33,710.95,771.69,393.41,646.16,737.35,963.08,918.48,910.73,838.28,510.34,461.00,467.94,506.54,68.91,373.25,229.15,391.02,524.74,622.76,689.51,312.24,444.92,584.59,655.75
339.02,388.58,440.68,511.98,572.72,522.85,638.51,712.14,775.60,840.97,447.28,317.12,380.37,885.81,849.48,801.52,1111.54,1066.94,1059.19,1056.73,1021.33,986.74,258.54,328.05,205.54,388.80,136.98,452.68,58.55,504.36,0.00,435.48,59.53,363.37,131.74,387.12,577.40,182.39,643.14,247.99,716.52,316.11,683.18,374.39,618.18,443.41,640.86,461.50,470.21,542.06,536.45,613.26,602.89,694.49,648.13,742.56,715.87,813.72,760.30,511.98,572.72,522.85,775.60,885.81,1111.54,1066.94,1059.19,986.74,258.54,136.98,58.55,0.00,435.48,131.74,387.12,182.39,316.11,683.18,640.86,470.21,602.89,742.56,813.72
411.02,656.43,708.53,779.83,840.57,462.29,577.95,651.58,715.04,780.41,386.72,584.97,319.81,806.23,769.90,721.94,899.99,855.39,847.64,845.18,809.78,775.19,579.22,267.49,598.44,206.67,529.88,142.79,496.18,68.88,437.63,0.00,378.10,71.98,304.34,160.24,350.52,322.11,416.26,387.71,489.64,455.83,553.85,514.11,597.92,583.13,620.60,234.62,243.33,315.18,309.57,386.38,376.01,467.61,421.25,515.68,488.99,586.84,533.42,779.83,840.57,462.29,715.04,806.23,899.99,855.39,847.64,775.19,579.22,529.88,496.18,437.63,0.00,304.34,160.24,322.11,455.83,553.85,620.60,243.33,376.01,515.68,586.84
398.55,448.11,500.21,571.51,632.25,582.38,698.04,771.67,835.13,900.50,506.81,376.65,439.90,945.34,909.01,861.05,1067.34,1022.74,1014.99,1012.53,977.13,942.54,318.07,387.58,265.07,448.33,196.51,512.21,118.08,444.83,59.53,375.95,0.00,303.84,72.21,327.59,517.87,122.86,583.61,188.46,656.99,256.58,623.65,314.86,558.65,383.88,581.33,401.97,410.68,482.53,476.92,553.73,543.36,634.96,588.60,683.03,656.34,754.19,700.77,571.51,632.25,582.38,835.13,945.34,1067.34,1022.74,1014.99,942.54,318.07,196.51,118.08,59.53,375.95,72.21,327.59,122.86,256.58,623.65,581.33,410.68,543.36,683.03,754.19
483.13,719.15,771.25,842.55,903.29,534.40,650.06,723.69,787.15,852.52,458.83,647.69,391.92,878.34,842.01,794.05,828.01,783.41,775.66,773.20,737.80,703.21,589.11,339.60,536.11,278.78,467.55,214.90,424.20,140.99,365.65,72.11,306.12,0.00,232.36,88.26,278.54,250.13,344.28,315.73,417.66,383.85,481.87,442.13,525.94,511.15,548.62,162.64,171.35,243.20,237.59,314.40,304.03,395.63,349.27,443.70,417.01,514.86,461.44,842.55,903.29,534.40,787.15,878.34,828.01,783.41,775.66,703.21,589.11,467.55,424.20,365.65,72.11,232.36,88.26,250.13,383.85,481.87,548.62,171.35,304.03,443.70,514.86
472.31,521.87,573.97,645.27,706.01,656.14,771.80,845.43,908.89,974.26,580.57,450.41,513.66,1019.10,982.77,934.81,995.13,950.53,942.78,940.32,904.92,870.33,391.83,461.34,338.83,510.41,270.27,446.53,191.84,372.62,133.29,303.74,73.76,231.63,0.00,255.38,445.66,50.65,511.40,116.25,584.78,184.37,551.44,242.65,486.44,311.67,509.12,329.76,338.47,410.32,404.71,481.52,471.15,562.75,516.39,610.82,584.13,681.98,628.56,645.27,706.01,656.14,908.89,1019.10,995.13,950.53,942.78,870.33,391.83,270.27,191.84,133.29,303.74,0.00,255.38,50.65,184.37,551.44,509.12,338.47,471.15,610.82,681.98
571.34,742.85,794.95,866.25,926.99,622.61,738.27,811.90,875.36,940.73,547.04,671.39,480.13,900.90,864.57,816.61,809.03,764.43,756.68,754.22,718.82,684.23,612.81,427.81,559.81,366.99,491.25,303.11,447.90,229.20,389.35,160.32,329.82,88.21,256.06,0.00,190.28,273.83,256.02,339.43,329.40,407.55,393.61,465.83,458.29,534.85,531.06,74.38,83.09,154.94,149.33,226.14,215.77,307.37,261.01,355.44,328.75,426.60,373.18,866.25,926.99,622.61,875.36,900.90,809.03,764.43,756.68,684.23,612.81,491.25,447.90,389.35,160.32,256.06,0.00,273.83,407.55,393.61,531.06,83.09,215.77,355.44,426.60
687.07,736.63,788.73,860.03,920.77,777.71,893.37,967.00,1030.46,1095.83,702.14,665.17,635.23,1098.68,1062.35,1014.39,1006.81,962.21,954.46,952.00,916.60,882.01,606.59,582.91,553.59,522.09,485.03,458.21,406.60,384.30,348.05,315.42,288.52,243.31,214.76,267.06,0.00,232.53,65.74,298.13,139.12,366.25,203.33,424.53,268.01,442.61,340.78,341.44,165.32,383.83,231.56,392.59,298.00,473.82,343.24,521.89,410.98,525.66,455.41,860.03,920.77,777.71,1030.46,1098.68,1006.81,962.21,954.46,882.01,606.59,485.03,406.60,348.05,315.42,214.76,267.06,232.53,366.25,203.33,340.78,165.32,298.00,521.89,525.66
524.02,573.58,625.68,696.98,757.72,707.85,823.51,897.14,960.60,1025.97,632.28,502.12,565.37,1070.81,1034.48,986.52,1013.96,969.36,961.61,959.15,923.75,889.16,443.54,513.05,390.54,529.24,321.98,465.36,243.55,391.45,185.00,322.57,125.47,250.46,51.71,274.21,464.49,0.00,530.23,65.60,564.93,133.72,500.79,192.00,435.79,261.02,458.47,348.59,357.30,429.15,423.54,500.35,489.98,581.58,535.22,629.65,602.96,700.81,647.39,696.98,757.72,707.85,960.60,1070.81,1013.96,969.36,961.61,889.16,443.54,321.98,243.55,185.00,322.57,51.71,274.21,0.00,133.72,500.79,458.47,357.30,489.98,629.65,700.81
752.87,802.43,854.53,925.83,986.57,843.51,959.17,1032.80,1096.26,1161.63,767.94,730.97,701.03,1164.48,1128.15,1080.19,1072.61,1028.01,1020.26,1017.80,982.40,947.81,672.39,648.71,619.39,587.89,550.83,524.01,472.40,450.10,413.85,381.22,354.32,309.11,280.56,332.86,65.80,298.33,0.00,363.93,73.38,432.05,137.59,446.44,202.27,376.87,275.04,407.24,231.12,449.63,297.36,458.39,363.80,539.62,409.04,587.69,476.78,591.46,521.21,925.83,986.57,843.51,1096.26,1164.48,1072.61,1028.01,1020.26,947.81,672.39,550.83,472.40,413.85,381.22,280.56,332.86,298.33,432.05,137.59,275.04,231.12,363.80,587.69,591.46
589.98,639.54,691.64,762.94,823.68,773.81,889.47,963.10,1026.56,1091.93,698.24,568.08,631.33,1136.77,1100.44,1052.48,1079.92,1035.32,1027.57,1025.11,989.71,955.12,509.50,579.01,456.50,595.20,387.94,531.32,309.51,457.41,250.96,388.53,191.43,316.42,117.67,340.17,530.45,65.96,572.71,0.00,499.33,68.12,435.19,126.40,370.19,195.42,392.87,414.55,423.26,495.11,489.50,566.31,555.94,647.54,601.18,695.61,668.92,766.77,713.35,762.94,823.68,773.81,1026.56,1136.77,1079.92,1035.32,1027.57,955.12,509.50,387.94,309.51,250.96,388.53,117.67,340.17,65.96,68.12,435.19,392.87,423.26,555.94,695.61,766.77
